County,Precinct_ID,Precinct_name,Black_Male_reg,Black_Male_voted,Black_Female_reg,Black_Female_voted,Black_unknown_reg,Black_unknown_voted,White_Male_reg,White_Male_voted,White_Female_reg,White_Female_voted,White_unknown_reg,White_unknown_voted,Asian_Male_reg,Asian_Male_voted,Asian_Female_reg,Asian_Female_voted,Asian_unknown_reg,Asian_unknown_voted,Hisp_Male_reg,Hisp_Male_voted,Hisp_Female_reg,Hisp_Female_voted,Hisp_unknown_reg,Hisp_unknown_voted,NAm_Male_reg,NAm_Male_voted,NAm_Female_reg,NAm_Female_voted,NAm_unknown_reg,NAm_unknown_voted,Other_Male_reg,Other_Male_voted,Other_Female_reg,Other_Female_voted,Other_unknown_reg,Other_unknown_voted,Unknown_Male_reg,Unknown_Male_voted,Unknown_Female_reg,Unknown_Female_voted,Unknown_unknown_reg,Unknown_unknown_voted,Total_reg,Total_voted
HARRIS,sk,skinner,90,47,126,74,0,0,295,199,326,222,1,1,6,4,5,3,0,0,2,1,3,1,0,0,0,0,0,0,0,0,5,3,2,0,0,0,21,12,24,8,2,1,908,576
HARRIS,u9,upper 19th,43,23,52,34,0,0,620,435,676,466,1,0,5,3,7,5,0,0,5,4,7,3,0,0,1,0,1,0,0,0,5,3,4,0,0,0,51,25,48,30,2,1,1528,1032
HARRIS,vp,valley plains,80,43,89,63,0,0,238,147,267,172,1,1,2,0,2,1,0,0,2,0,2,0,0,0,1,1,1,0,0,0,2,2,1,1,0,0,23,9,24,13,0,0,735,453
HARRIS,wa,waverly hall,287,170,342,226,0,0,878,547,962,580,1,1,5,2,14,9,0,0,22,11,30,12,0,0,3,1,2,0,0,0,9,3,16,9,0,0,97,33,115,45,1,0,2784,1649
HARRIS,wh,whitesville,93,51,117,75,0,0,497,352,521,358,0,0,0,0,5,2,0,0,3,1,5,4,0,0,0,0,0,0,0,0,6,5,5,1,0,0,34,20,46,24,0,0,1332,893
CARROLL,1006,kansas,5,3,6,5,0,0,440,290,479,313,1,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,43,17,43,17,0,0,1024,648
CARROLL,1111,bowdon,200,73,257,136,0,0,1046,595,1202,650,1,0,3,0,4,3,0,0,10,3,8,2,0,0,1,0,6,3,0,0,12,3,13,6,0,0,140,45,146,46,1,1,3050,1566
CARROLL,1122,sandhill,304,135,355,215,1,0,1371,793,1531,880,6,3,3,2,14,7,0,0,42,18,35,14,0,0,3,1,5,2,0,0,15,6,21,10,0,0,213,79,173,64,1,1,4093,2230
CARROLL,1152,center point,16,6,10,8,0,0,723,489,672,494,0,0,0,0,0,0,0,0,10,2,8,5,0,0,1,1,1,1,0,0,3,1,5,2,0,0,63,20,65,32,0,0,1577,1061
CARROLL,1240,mt zion,50,29,54,35,0,0,960,528,1001,565,2,2,11,2,11,2,0,0,8,3,10,3,0,0,1,0,2,2,0,0,6,1,7,5,2,1,121,46,100,45,1,1,2347,1270
CARROLL,1371,burwell,42,13,44,25,0,0,578,356,634,365,0,0,3,2,3,3,0,0,13,2,10,7,0,0,0,0,1,0,0,0,5,2,6,4,0,0,52,19,48,19,1,0,1440,817
CARROLL,1483,clem,161,79,161,96,0,0,1315,860,1433,946,2,0,4,0,5,2,0,0,18,8,23,10,0,0,0,0,3,0,0,0,10,4,15,5,0,0,144,65,135,68,1,1,3430,2144
CARROLL,1496,bowdon junction,104,48,118,70,0,0,467,253,509,283,1,0,1,0,3,0,0,0,7,2,9,4,0,0,0,0,1,0,0,0,4,1,9,6,0,0,78,27,58,19,0,0,1369,713
CARROLL,1533,tyus,48,15,50,31,0,0,714,472,726,493,2,2,1,1,3,0,0,0,4,0,8,1,0,0,0,0,0,0,0,0,3,1,2,2,0,0,59,25,77,29,0,0,1697,1072
CARROLL,1540,fairfield,184,111,194,132,1,0,1403,896,1449,947,1,0,10,6,17,9,0,0,26,12,42,20,0,0,2,1,2,0,1,1,12,5,24,7,0,0,195,96,175,105,0,0,3738,2348
CARROLL,1542,hulett,66,30,75,47,0,0,857,551,934,616,0,0,5,2,5,2,0,0,17,9,15,8,0,0,2,1,1,0,0,0,8,5,13,9,0,0,128,64,99,48,1,0,2226,1392
CARROLL,501,bethany,496,219,563,293,0,0,1290,671,1388,688,3,2,5,1,7,3,0,0,45,9,55,19,0,0,2,1,4,0,0,0,13,4,19,6,0,0,217,73,256,92,0,0,4363,2081
CARROLL,640,v r county south,123,55,132,78,0,0,1046,584,1131,655,2,1,5,2,4,1,0,0,20,7,18,5,0,0,4,1,1,0,0,0,15,9,11,8,0,0,119,32,123,43,1,0,2755,1481
CARROLL,641,v r county north,366,169,436,251,0,0,1694,874,1850,960,1,0,11,2,8,3,0,0,58,26,54,24,0,0,5,3,2,0,0,0,23,10,34,17,0,0,297,105,246,96,0,0,5085,2540
CARROLL,642,villa rica city,868,365,1219,646,3,1,1546,703,1866,892,0,0,34,9,27,8,0,0,92,36,112,49,0,0,6,1,8,2,0,0,41,12,49,17,0,0,361,136,395,169,2,0,6629,3046
CARROLL,649,temple county,164,78,190,118,0,0,1503,723,1622,826,1,1,7,1,8,6,0,0,19,8,18,9,0,0,4,2,4,0,0,0,12,4,9,6,1,0,206,77,180,77,1,1,3949,1937
CARROLL,650,temple city,289,136,372,218,0,0,1040,534,1172,585,3,0,8,1,14,6,0,0,42,10,28,13,0,0,1,0,1,1,0,0,16,2,18,9,0,0,157,50,178,77,2,0,3341,1642
CARROLL,682,whitesburg,47,23,42,31,0,0,811,475,843,515,0,0,0,0,1,1,0,0,3,0,6,5,0,0,0,0,1,0,0,0,3,2,10,7,0,0,110,40,83,34,0,0,1960,1133
CARROLL,713,roopville,61,20,74,43,0,0,1224,782,1242,802,3,2,3,1,5,4,0,0,7,2,11,5,0,0,3,0,2,0,0,0,2,0,5,3,0,0,140,56,126,56,0,0,2908,1776
CARROLL,714a1,west carrollton,758,270,1049,540,3,3,710,329,892,410,3,1,13,6,17,2,0,0,63,18,78,29,1,1,2,0,2,0,0,0,27,7,33,16,0,0,219,56,232,72,3,1,4105,1761
CARROLL,714a2,lakeshore rec center,129,43,236,115,0,0,432,273,556,316,1,0,10,5,12,5,0,0,15,5,11,3,0,0,1,0,0,0,0,0,6,5,6,4,0,0,63,16,95,35,1,0,1574,825
CARROLL,714a3,bonner,315,118,526,242,2,1,1000,630,1185,737,3,2,29,9,26,6,0,0,38,14,52,18,0,0,2,1,3,0,0,0,17,4,14,4,0,0,200,69,182,67,0,0,3594,1922
CARROLL,714a4,university of w. ga,328,104,558,257,1,0,625,400,693,400,2,1,10,2,7,2,0,0,17,3,29,10,0,0,1,0,0,0,0,0,10,2,25,11,0,0,82,23,84,31,3,0,2475,1246
CARROLL,714a5,county admin bldg,180,54,230,110,0,0,780,471,914,569,0,0,6,2,11,6,0,0,36,13,38,22,0,0,2,0,1,0,0,0,13,7,14,3,0,0,119,39,150,70,2,1,2496,1367
CARROLL,714a6,tabernacle church,92,26,139,54,0,0,490,312,653,408,1,0,8,3,9,5,0,0,8,1,11,2,0,0,0,0,2,0,0,0,4,1,4,1,0,0,66,30,70,27,0,0,1557,870
CARROLL,714bn,burson center,134,67,174,108,2,0,427,258,466,299,0,0,1,1,2,1,0,0,9,2,15,8,0,0,1,0,1,0,0,0,4,0,6,2,0,0,66,23,54,20,0,0,1362,789
CARROLL,714bw,old camp church,88,37,106,67,1,0,829,552,945,624,0,0,3,1,1,0,0,0,8,4,13,5,0,0,0,0,2,1,0,0,9,3,11,7,0,0,83,33,85,53,0,0,2184,1387
CARROLL,715,oak grove,65,21,89,45,0,0,547,347,593,403,1,0,3,1,3,2,0,0,15,3,16,4,0,0,0,0,0,0,0,0,4,1,4,1,0,0,54,28,75,33,2,1,1471,890
CARROLL,88888,88888,2,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
CARROLL,99999,99999,3,0,4,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,19,0
BAKER,88888,88888,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
BAKER,a,anna,15,8,20,9,0,0,55,38,62,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,156,97
BAKER,e,elmodel,101,26,113,55,0,0,89,25,85,21,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,3,8,1,0,0,406,133
BAKER,h,hoggards mill,76,32,95,43,0,0,76,48,71,40,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,8,4,5,2,0,0,339,170
BAKER,m,milford,40,24,52,34,0,0,71,55,83,58,0,0,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,5,0,0,263,177
BAKER,n,newton,188,85,248,139,0,0,268,180,297,182,0,0,1,1,1,0,0,0,2,1,7,1,0,0,0,0,0,0,0,0,1,1,3,2,0,0,29,4,23,10,0,0,1068,606
CLARKE,1a,1a,355,155,465,253,0,0,672,435,746,491,0,0,5,1,9,3,0,0,52,27,56,23,0,0,0,0,1,1,0,0,8,4,17,9,0,0,197,65,193,75,2,0,2778,1542
CLARKE,1b,1b,448,189,683,402,2,0,895,541,1035,615,3,2,23,14,26,13,0,0,32,15,51,27,0,0,0,0,4,3,0,0,17,8,24,12,0,0,248,74,254,110,2,0,3747,2025
CLARKE,1c,1c,76,44,88,56,0,0,851,552,1030,682,4,3,25,13,28,14,0,0,33,15,32,18,0,0,3,2,1,0,0,0,14,8,18,14,0,0,158,66,132,62,5,4,2498,1553
CLARKE,1d,1d,189,119,227,185,0,0,968,697,1094,785,3,3,15,6,32,20,0,0,18,9,26,12,1,1,0,0,0,0,0,0,9,7,15,12,0,0,159,75,160,101,1,1,2917,2033
CLARKE,2a,2a,922,399,1189,672,0,0,444,234,564,291,2,1,2,0,6,5,0,0,125,49,120,52,0,0,1,1,1,0,0,0,15,9,18,7,1,1,297,50,232,69,4,1,3943,1841
CLARKE,2b,2b,1159,393,1695,831,2,1,761,376,758,386,3,1,43,21,45,22,0,0,57,23,64,22,1,1,2,1,0,0,0,0,33,16,35,16,0,0,359,74,314,93,6,1,5337,2278
CLARKE,3a,3a,590,181,905,440,2,0,493,215,505,250,2,2,10,3,10,5,0,0,17,5,32,19,0,0,0,0,1,0,0,0,11,6,22,8,0,0,188,40,173,66,5,2,2966,1242
CLARKE,3b,3b,412,133,725,314,1,1,1478,719,1500,797,15,10,63,29,78,39,1,0,55,26,70,43,0,0,1,1,1,0,0,0,33,15,48,26,0,0,293,97,246,97,9,3,5029,2350
CLARKE,4a,4a,221,68,371,144,2,1,620,292,691,341,2,0,26,16,26,11,1,1,29,10,38,25,0,0,2,1,1,0,0,0,22,13,16,7,0,0,182,43,171,51,3,1,2424,1025
CLARKE,4b,4b,180,87,299,173,1,0,1627,888,1709,994,5,4,97,42,139,85,3,3,86,52,92,59,2,0,4,3,4,3,0,0,22,11,42,26,0,0,299,104,278,101,15,4,4904,2639
CLARKE,5a,5a,200,105,268,174,1,0,1016,663,1169,790,3,3,20,12,28,18,0,0,47,19,39,20,0,0,1,1,2,1,0,0,23,10,18,8,0,0,171,80,220,110,1,0,3227,2014
CLARKE,5b,5b,399,201,546,379,0,0,675,423,801,538,4,3,14,5,18,9,0,0,55,33,70,29,1,1,2,1,1,1,0,0,10,5,20,11,0,0,172,64,176,86,4,2,2968,1791
CLARKE,5c,5c,58,25,57,32,0,0,817,557,923,631,1,0,10,7,12,9,0,0,17,10,28,18,1,0,0,0,1,1,0,0,9,9,19,11,0,0,150,77,149,91,4,1,2256,1479
CLARKE,5d,5d,480,204,792,440,0,0,423,277,471,303,1,0,8,4,13,8,0,0,114,49,147,86,1,0,0,0,0,0,0,0,18,11,16,9,0,0,176,51,169,59,5,2,2834,1503
CLARKE,6a,6a,302,161,432,275,0,0,873,549,994,658,1,0,40,19,39,17,0,0,33,11,52,28,0,0,0,0,2,2,0,0,14,4,25,13,0,0,211,78,214,89,1,0,3233,1904
CLARKE,6b,6b,427,192,583,357,1,0,1008,670,1188,807,3,3,20,8,21,14,0,0,57,24,73,36,1,0,3,1,2,1,0,0,28,12,25,13,0,0,226,80,237,105,1,1,3904,2324
CLARKE,6c,6c,231,122,329,203,0,0,1013,614,1189,741,6,2,38,11,38,14,0,0,34,20,41,26,2,0,2,0,4,3,0,0,21,14,31,11,0,0,208,82,242,120,2,1,3431,1984
CLARKE,6d,6d,121,64,196,147,0,0,484,327,565,398,1,1,17,10,31,16,0,0,19,14,40,27,0,0,1,0,0,0,0,0,13,8,15,8,0,0,122,68,100,57,2,1,1727,1146
CLARKE,7a,7a,275,136,337,215,0,0,882,572,1048,662,2,2,48,24,46,27,1,0,21,10,45,21,0,0,0,0,1,0,0,0,17,9,25,14,1,0,179,62,156,87,3,2,3087,1843
CLARKE,7b,7b,196,58,259,117,0,0,1134,742,1325,815,5,4,21,12,25,16,0,0,36,15,28,13,0,0,2,0,1,1,0,0,24,17,24,14,0,0,203,74,201,87,2,0,3486,1985
CLARKE,7c,7c,86,36,92,52,0,0,1081,701,1181,821,6,2,44,23,53,34,0,0,23,7,39,25,1,1,2,2,0,0,0,0,19,9,25,20,0,0,170,69,151,63,4,3,2977,1868
CLARKE,88888,88888,14,0,11,0,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,53,0
CLARKE,8a,8a,272,100,473,220,2,0,938,562,1074,664,3,1,32,13,43,23,0,0,58,23,60,29,0,0,5,3,3,1,0,0,20,10,30,21,0,0,227,74,237,93,2,1,3479,1838
CLARKE,8b,8b,234,79,295,126,0,0,624,394,738,494,0,0,20,8,27,12,0,0,21,5,31,11,0,0,1,0,1,1,0,0,9,3,23,12,0,0,133,44,143,62,1,0,2301,1251
CLARKE,8c,8c,249,116,453,256,0,0,1120,571,1372,774,4,3,58,17,74,41,0,0,54,26,54,26,0,0,4,1,2,2,0,0,20,10,28,10,0,0,294,81,281,88,3,3,4070,2025
CLARKE,99999,99999,9,0,3,0,0,0,9,0,3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,32,0
CHATHAM,1-01c,first presbyterian ,61,26,71,35,0,0,1335,868,1547,1040,7,4,14,7,15,11,0,0,37,18,30,21,0,0,2,0,2,2,0,0,26,15,26,16,0,0,113,49,156,74,4,1,3446,2187
CHATHAM,1-05c,j e a,108,52,106,68,1,0,872,520,950,570,1,1,11,5,15,8,0,0,17,5,35,17,0,0,0,0,2,0,0,0,14,7,23,11,1,0,104,51,84,41,6,2,2350,1358
CHATHAM,1-06c,central church of ,50,31,88,63,0,0,781,531,868,579,0,0,18,9,12,8,0,0,13,3,13,6,0,0,3,1,1,1,1,1,11,6,5,3,0,0,75,30,74,36,2,0,2015,1308
CHATHAM,1-08c,grace united ,114,51,142,84,0,0,564,352,684,449,3,2,14,5,17,5,0,0,12,8,17,4,0,0,1,0,0,0,0,0,11,4,8,2,0,0,57,20,75,31,0,0,1719,1017
CHATHAM,1-09c,immanuel baptist ,135,49,136,69,0,0,176,74,206,101,0,0,11,1,13,6,0,0,13,4,17,5,0,0,1,0,0,0,0,0,14,3,4,1,0,0,36,13,46,15,2,0,810,341
CHATHAM,1-10c,st. thomas episcopal ,6,4,4,4,0,0,441,328,546,410,0,0,4,2,3,2,0,0,3,1,2,0,0,0,0,0,1,1,0,0,4,2,2,2,0,0,26,16,27,17,0,0,1069,789
CHATHAM,1-12c,isle of hope baptist,15,12,25,24,0,0,843,606,911,674,3,3,4,3,10,4,0,0,4,2,10,5,0,0,0,0,0,0,0,0,12,8,6,3,1,0,50,26,55,30,0,0,1949,1400
CHATHAM,1-13c,the sanctuary,108,48,128,81,0,0,430,272,534,326,2,2,9,3,10,6,0,0,13,5,13,8,0,0,0,0,0,0,0,0,8,1,9,3,0,0,54,18,60,32,0,0,1378,805
CHATHAM,1-14c,st luke church,107,55,126,91,0,0,588,400,688,475,1,0,13,7,11,4,0,0,14,9,14,7,1,0,0,0,0,0,0,0,11,3,13,8,0,0,52,20,54,25,1,0,1694,1104
CHATHAM,1-16c,ferguson ave baptist,136,53,169,116,0,0,1078,643,1219,763,0,0,6,3,7,3,0,0,24,9,22,6,0,0,2,2,4,2,0,0,9,5,16,9,0,0,98,34,96,32,4,0,2890,1680
CHATHAM,1-17c,islands christian ch,48,26,71,43,0,0,1278,832,1546,977,2,0,34,11,33,14,0,0,14,7,14,5,0,0,1,1,0,0,0,0,20,9,23,11,0,0,93,33,111,53,3,2,3291,2024
CHATHAM,2-02c,blackshear ,335,93,453,186,1,0,382,164,378,168,1,1,2,0,13,5,0,0,17,2,18,6,0,0,7,3,5,2,0,0,15,2,18,3,0,0,79,22,77,31,0,0,1801,688
CHATHAM,2-03c,w w law center,397,140,389,194,0,0,395,159,357,171,2,1,4,3,7,3,0,0,15,5,20,11,0,0,3,1,5,4,0,0,18,5,13,4,0,0,77,18,63,27,0,0,1765,746
CHATHAM,2-04c,fellowship of love ,1101,375,1271,688,4,0,280,130,329,134,0,0,6,2,2,0,0,0,23,10,17,4,0,0,4,0,5,3,0,0,12,4,24,11,0,0,121,33,107,24,3,0,3309,1418
CHATHAM,2-05c,holy spirit lutheran ,584,220,615,359,0,0,364,176,405,201,2,0,5,1,4,2,0,0,21,9,15,6,0,0,2,1,1,0,0,0,19,8,18,8,0,0,106,23,83,33,7,4,2251,1051
CHATHAM,2-06c,eli whitney complex,201,50,265,122,0,0,96,35,108,56,1,0,0,0,1,0,0,0,4,3,3,1,0,0,2,0,0,0,0,0,8,2,3,1,0,0,37,7,41,13,2,1,772,291
CHATHAM,2-07c,christ community ,742,258,1088,599,4,2,367,209,400,235,1,0,5,1,3,1,0,0,10,4,18,11,0,0,2,0,4,2,0,0,13,5,15,6,0,0,93,18,92,38,2,0,2859,1389
CHATHAM,2-09c,salvation army,1028,340,1240,655,6,1,456,242,509,288,1,1,8,3,9,4,0,0,26,11,21,7,0,0,8,2,1,1,0,0,20,4,34,11,0,0,116,30,132,40,1,0,3616,1640
CHATHAM,2-11c,stillwell towers,555,172,741,381,1,1,221,107,246,128,0,0,7,3,9,5,0,0,5,1,11,6,0,0,4,1,2,0,0,0,11,4,11,7,0,0,78,22,75,26,4,1,1981,865
CHATHAM,2-12c,williams court apts,320,96,330,177,0,0,484,210,450,216,2,1,11,2,12,2,0,0,33,12,25,12,0,0,4,1,2,1,0,0,21,4,22,8,0,0,103,27,92,40,4,2,1915,811
CHATHAM,3-01c,old courthouse,6,4,7,4,0,0,229,115,213,116,0,0,2,1,5,0,0,0,10,2,6,3,0,0,1,0,0,0,0,0,5,2,4,2,0,0,32,11,23,8,1,0,544,268
CHATHAM,3-02c,rose of sharon,95,39,87,45,0,0,665,380,726,382,3,0,7,3,8,2,0,0,15,5,18,9,0,0,2,1,1,0,0,0,7,2,13,3,0,0,83,31,80,36,1,1,1811,939
CHATHAM,3-03c,savannah high school,382,102,574,275,1,0,92,37,77,35,0,0,2,0,2,0,0,0,4,0,9,1,0,0,0,0,0,0,0,0,8,2,17,7,0,0,29,5,38,9,0,0,1235,473
CHATHAM,3-04c,first african baptist ,578,227,761,439,1,0,74,24,84,37,0,0,8,3,4,1,0,0,4,1,7,2,0,0,0,0,0,0,0,0,6,2,13,6,0,0,51,13,55,16,0,0,1646,771
CHATHAM,3-05c,aldersgate youth ,476,155,601,310,1,0,386,178,459,249,0,0,13,3,15,3,0,0,13,3,21,8,0,0,3,0,2,1,0,0,17,5,23,9,1,0,103,27,78,27,1,0,2213,978
CHATHAM,3-08c,jenkins high school,253,120,317,204,0,0,240,136,305,176,1,1,4,1,4,0,0,0,4,2,9,6,0,0,1,1,0,0,0,0,7,2,8,4,0,0,49,17,37,14,1,1,1240,685
CHATHAM,3-09c,cokesbury methodist ,37,25,35,28,1,0,246,166,286,209,1,0,4,3,1,1,0,0,0,0,6,2,0,0,1,1,0,0,0,0,4,1,4,2,0,0,9,5,14,11,1,0,650,454
CHATHAM,3-10c,bible baptist church,876,375,1096,676,1,0,240,113,227,126,0,0,9,1,7,2,0,0,6,1,18,3,0,0,1,0,2,1,0,0,8,4,17,7,0,0,71,11,87,38,2,1,2668,1359
CHATHAM,3-11c,southside baptist ch,436,163,536,313,0,0,166,73,191,97,0,0,4,0,2,0,0,0,4,1,2,0,0,0,1,0,0,0,0,0,7,3,8,8,0,0,47,12,50,22,2,0,1456,692
CHATHAM,3-12c,thunderbolt mun ,191,92,277,180,0,0,504,283,559,358,1,0,17,4,11,5,0,0,11,3,14,4,0,0,4,0,0,0,0,0,5,0,12,6,0,0,59,23,72,31,0,0,1737,989
CHATHAM,3-13c,new cov 7 day adv ch,789,220,1111,431,1,0,438,256,494,306,0,0,15,5,14,4,0,0,16,2,28,8,1,0,7,2,5,2,0,0,18,5,42,11,0,0,100,22,76,31,6,0,3161,1305
CHATHAM,3-14c,oglethorpe charter ,732,343,855,550,2,0,284,165,291,179,1,1,6,1,8,3,0,0,10,3,17,11,0,0,1,1,3,1,0,0,8,1,14,6,0,0,79,16,78,38,3,2,2392,1321
CHATHAM,3-15c,eli whitney complex,122,73,148,104,0,0,177,142,197,144,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,2,1,4,3,0,0,20,12,13,7,2,0,690,491
CHATHAM,4-02c,frank murray ,108,60,122,85,0,0,847,467,975,563,2,1,62,22,44,18,1,0,13,6,33,14,0,0,4,0,1,1,0,0,20,8,12,7,0,0,108,43,101,28,1,0,2454,1323
CHATHAM,4-04c,lighthouse baptist ,39,23,33,18,0,0,1028,631,1124,716,1,1,13,5,18,6,0,0,11,4,7,2,0,0,1,0,6,2,0,0,6,3,9,3,1,1,82,25,70,26,0,0,2449,1466
CHATHAM,4-05c,saint francis ,28,15,37,15,0,0,924,598,1092,733,1,1,15,10,17,4,0,0,10,8,19,13,0,0,1,0,1,0,0,0,15,10,11,6,0,0,59,24,80,36,1,0,2311,1473
CHATHAM,4-06c,first baptist church ,38,30,40,30,0,0,923,605,979,674,1,0,17,6,21,12,0,0,15,6,15,12,0,0,0,0,1,1,0,0,11,4,9,9,0,0,74,38,74,39,1,1,2219,1467
CHATHAM,4-07c,wilmington island ,42,22,64,36,0,0,1313,770,1576,922,2,1,29,15,40,25,0,0,18,11,29,16,0,0,4,0,2,0,0,0,17,11,15,10,0,0,133,51,134,45,1,0,3419,1935
CHATHAM,4-08c,wilmington island ,24,13,31,25,0,0,1101,746,1309,905,2,1,14,9,16,11,0,0,12,6,18,10,0,0,2,1,3,3,0,0,8,3,9,3,0,0,68,32,66,32,4,3,2687,1803
CHATHAM,4-10c,guard house comm ,10,6,11,7,0,0,627,418,727,490,1,0,0,0,4,4,0,0,2,1,3,2,0,0,1,1,0,0,0,0,9,4,5,2,0,0,58,30,42,24,1,1,1501,990
CHATHAM,4-11c,tybee is sch cafe,6,2,17,8,0,0,733,457,840,544,0,0,4,2,5,4,0,0,6,3,11,3,0,0,2,0,1,0,0,0,4,1,7,4,0,0,46,21,47,18,2,0,1731,1067
CHATHAM,4-12c,st peters episcopal,12,7,19,12,0,0,993,729,1112,819,4,3,14,4,17,12,0,0,4,3,6,2,0,0,0,0,0,0,0,0,7,6,8,6,0,0,80,51,90,52,2,0,2368,1706
CHATHAM,4-13c,skid is pres church,7,5,17,5,0,0,1029,772,1189,898,3,2,7,3,16,11,0,0,10,4,5,3,0,0,1,1,0,0,0,0,8,6,3,1,0,0,83,55,84,61,2,1,2464,1828
CHATHAM,4-14c,skid methodist ch,7,5,3,3,0,0,763,568,836,628,0,0,11,7,12,7,1,0,2,2,7,4,0,0,1,0,0,0,0,0,4,2,3,2,0,0,49,38,60,50,0,0,1759,1316
CHATHAM,4-15c,skidaway island stat,8,6,12,12,0,0,746,555,984,716,1,1,10,3,8,4,0,0,2,2,10,9,0,0,1,1,0,0,0,0,5,3,5,2,0,0,50,35,52,34,1,0,1895,1383
CHATHAM,5-01c,bartlett middle ,268,103,363,208,1,0,144,63,166,84,0,0,15,9,12,6,0,0,10,1,8,3,0,0,0,0,1,1,0,0,8,3,6,3,0,0,35,10,41,11,0,0,1078,505
CHATHAM,5-02c,senior citizen center,278,82,342,161,0,0,98,27,107,46,0,0,5,3,4,0,0,0,7,1,7,3,0,0,1,0,2,0,0,0,13,4,7,2,1,0,36,6,38,9,3,0,949,344
CHATHAM,5-03c,butler presbyterian ,472,171,554,288,0,0,25,6,30,8,0,0,1,0,1,1,0,0,4,1,6,0,0,0,2,1,2,0,0,0,11,3,9,2,0,0,30,4,35,11,1,0,1183,496
CHATHAM,5-05c,liberty city ,1053,527,1317,855,1,0,12,2,14,7,0,0,1,0,1,0,0,0,3,1,2,1,0,0,3,1,1,0,0,0,10,3,7,3,0,0,64,11,61,19,3,2,2553,1432
CHATHAM,5-06c,seed church,734,281,1067,542,1,0,324,55,268,79,0,0,15,1,15,2,0,0,74,6,85,11,2,0,8,0,4,0,0,0,19,4,19,5,1,0,159,16,119,36,4,0,2918,1038
CHATHAM,5-07c,elks lodge,464,178,605,330,1,0,290,122,361,143,1,1,21,2,24,3,0,0,25,7,45,9,0,0,2,1,2,1,0,0,20,6,25,9,0,0,89,16,77,22,3,1,2055,851
CHATHAM,5-08c,savannah primitive ,420,181,583,334,0,0,294,150,370,182,1,0,9,6,11,5,0,0,28,9,34,11,0,0,2,1,3,0,0,0,11,1,22,7,0,0,58,13,72,26,3,2,1921,928
CHATHAM,5-10c,jonesville bapt ch,1329,551,1756,948,2,0,114,46,128,50,0,0,4,1,1,1,0,0,8,0,23,4,0,0,4,0,3,0,0,0,17,6,23,9,1,0,129,25,122,39,3,2,3667,1682
CHATHAM,5-11c,largo-tibet elementa,695,291,1023,558,1,1,369,158,507,223,0,0,25,8,41,14,0,0,51,9,61,14,0,0,4,0,3,2,0,0,16,6,33,13,0,0,120,26,118,41,5,2,3072,1366
CHATHAM,6-01c,white bluff ,347,138,473,252,0,0,407,214,462,253,0,0,8,4,14,5,0,0,32,4,36,18,0,0,1,0,1,1,0,0,13,7,18,12,0,0,101,28,81,27,1,1,1995,964
CHATHAM,6-02c,windsor forest ,233,127,277,206,0,0,759,529,876,606,3,1,4,3,9,5,0,0,8,4,18,6,0,0,1,1,0,0,0,0,12,5,15,8,0,0,61,25,81,38,2,0,2359,1564
CHATHAM,6-03c,crusader community ,432,239,513,354,0,0,596,358,651,426,0,0,33,15,35,11,0,0,35,16,40,16,0,0,2,0,2,0,0,0,19,6,24,10,0,0,97,31,115,59,4,0,2598,1541
CHATHAM,6-05c,windsor hall,371,177,471,281,1,0,389,207,460,246,0,0,9,3,15,5,0,0,32,9,30,14,0,0,3,1,1,1,0,0,10,0,19,5,0,0,81,23,70,27,1,0,1963,999
CHATHAM,6-06c,the light church,193,57,328,166,3,0,348,172,526,292,0,0,6,3,17,7,0,0,23,5,23,13,0,0,3,2,1,0,0,0,7,1,7,1,1,0,46,9,51,14,0,0,1583,742
CHATHAM,6-08c,savannah commons,447,189,708,403,0,0,349,140,461,216,1,1,7,3,5,1,0,0,47,14,44,14,0,0,1,0,1,0,0,0,18,7,21,9,0,0,81,12,102,30,1,0,2294,1039
